folder,target,fault_type,num,anomaly_score_new,anomaly_nodes
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'payment', 'catalogue', 'user'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809017), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'shipping', 'user', 'payment', 'carts', 'orders', 'catalogue'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'payment', 'catalogue', 'user'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809017), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'shipping', 'user', 'payment', 'carts', 'orders', 'catalogue'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'payment', 'catalogue', 'user'}"
5,shipping,orders_payment,3,"[('front-end', 0.3431785882809017), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'shipping', 'user', 'payment', 'carts', 'orders', 'catalogue'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'payment', 'catalogue', 'user'}"
5,shipping,orders_shipping,3,"[('front-end', 0.3431785882809017), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'shipping', 'user', 'payment', 'carts', 'orders', 'catalogue'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'user', 'catalogue', 'carts', 'payment'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'user', 'catalogue', 'carts', 'payment'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
5,catalogue,orders_payment,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'user', 'catalogue', 'carts', 'payment'}"
5,shipping,orders_payment,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'user', 'catalogue', 'carts', 'payment'}"
5,shipping,orders_shipping,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'payment', 'carts', 'orders', 'shipping', 'user', 'catalogue'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459875), ('shipping', 0.1187029008923325)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
5,catalogue,orders_payment,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,orders_payment,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'carts', 'user', 'payment', 'catalogue'}"
5,shipping,orders_shipping,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'catalogue', 'user', 'payment', 'orders', 'shipping'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,orders_carts,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,front-end_orders,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,orders_payment,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'carts', 'catalogue', 'payment', 'user'}"
5,shipping,orders_shipping,3,"[('front-end', 0.34317858828090175), ('orders', 0.254725054116587), ('shipping', 0.1145397095914224)]","{'orders', 'payment', 'catalogue', 'user', 'carts', 'shipping'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.3403095527033614), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
5,catalogue,orders_carts,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.30922405617362775)]","{'catalogue', 'user', 'payment', 'carts'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.30922405617362775)]","{'catalogue', 'user', 'payment', 'carts'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
5,catalogue,orders_payment,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.30922405617362775)]","{'catalogue', 'user', 'payment', 'carts'}"
5,shipping,orders_payment,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.30922405617362775)]","{'catalogue', 'user', 'payment', 'carts'}"
5,shipping,orders_shipping,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'catalogue', 'orders', 'user', 'shipping', 'payment', 'carts'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'orders', 'payment'}"
5,catalogue,orders_carts,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'catalogue', 'carts', 'user', 'payment'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'catalogue', 'carts', 'user', 'payment'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
5,catalogue,orders_payment,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'catalogue', 'carts', 'user', 'payment'}"
5,shipping,orders_payment,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.43282811801414095), ('catalogue', 0.3092240561736277)]","{'catalogue', 'carts', 'user', 'payment'}"
5,shipping,orders_shipping,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'carts', 'shipping', 'payment', 'orders', 'catalogue', 'user'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'payment', 'carts', 'user'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809018), ('orders', 0.25472505411658714), ('shipping', 0.1145397095914224)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'payment', 'carts', 'user'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809018), ('orders', 0.25472505411658714), ('shipping', 0.1145397095914224)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'payment', 'carts', 'user'}"
5,shipping,orders_payment,3,"[('front-end', 0.3431785882809018), ('orders', 0.25472505411658714), ('shipping', 0.1145397095914224)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
5,catalogue,orders_shipping,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'catalogue', 'payment', 'carts', 'user'}"
5,shipping,orders_shipping,3,"[('front-end', 0.3431785882809018), ('orders', 0.25472505411658714), ('shipping', 0.1145397095914224)]","{'shipping', 'catalogue', 'orders', 'user', 'carts', 'payment'}"
2,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_carts,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'orders', 'payment', 'catalogue', 'user', 'carts'}"
2,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,front-end_orders,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'orders', 'payment', 'catalogue', 'user', 'carts'}"
2,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_payment,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'orders', 'payment', 'catalogue', 'user', 'carts'}"
2,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
2,shipping,orders_shipping,3,"[('front-end', 0.34030955270336144), ('orders', 0.2626634092459876), ('shipping', 0.11870290089233251)]","{'shipping', 'orders', 'payment', 'catalogue', 'user', 'carts'}"
3,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
3,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,orders,orders_carts,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_carts,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,front-end_orders,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,front-end_orders,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_payment,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_payment,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
4,orders,orders_shipping,2,"[('payment', 0.5405398932771217), ('orders', 0.45946010672287846)]",{'payment'}
4,payment,orders_shipping,1,"[('payment', 0.37547521284990226)]","{'payment', 'orders'}"
5,catalogue,orders_carts,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'payment', 'carts', 'catalogue', 'user'}"
5,shipping,orders_carts,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'shipping', 'orders', 'payment', 'catalogue', 'user', 'carts'}"
5,catalogue,front-end_orders,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'payment', 'carts', 'catalogue', 'user'}"
5,shipping,front-end_orders,3,"[('front-end', 0.3431785882809018), ('orders', 0.2547250541165871), ('shipping', 0.1145397095914224)]","{'shipping', 'orders', 'payment', 'catalogue', 'user', 'carts'}"
5,catalogue,orders_payment,2,"[('front-end', 0.4328281180141409), ('catalogue', 0.30922405617362775)]","{'payment', 'carts', 'catalogue', 'user'}"
